Time,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure
2021.02.12 16:22:26,6.24,-31.859999,-19.26,-0.6847417,1.5921441,9.234436,0.09101892,-0.009162978,0.0580322,-0.170276761,0.074015439,-2.972253323,1016.1941
2021.02.12 16:22:26,6.3599997,-32.46,-19.68,-0.8858546,1.5729905,9.588778,-0.016493361,0.100792766,0.050701816,-0.161919281,0.092123024,-2.985733032,1016.1941
2021.02.12 16:22:26,6,-32.16,-19.98,-0.6631939,1.4676456,10.09156,-0.17837265,0.11362094,0.080634214,-0.144113883,0.065623313,-2.981191397,1016.1941
2021.02.12 16:22:26,5.8799996,-32.1,-19.859999,-0.6512229,1.8531121,9.646238,-0.12705997,0.093462385,0.08002335,-0.189374179,0.067408271,-2.979650974,1016.1941
2021.02.12 16:22:26,6.18,-32.04,-19.8,-0.830788,2.2481554,9.461885,-0.04642576,0.07452556,0.039095376,-0.232413456,0.087579042,-2.976225376,1016.19336
2021.02.12 16:22:26,6.3599997,-32.399998,-19.92,-1.1731589,2.3798366,9.533711,-0.081855945,0.13439035,0.044593163,-0.242864206,0.122438222,-2.996270895,1016.19336
2021.02.12 16:22:26,6.6,-32.46,-19.68,-0.50757074,1.9728222,9.0716305,-0.055588737,0.116675265,0.1142318,-0.213813081,0.055893157,-2.944350004,1016.19336
2021.02.12 16:22:26,6.48,-32.219997,-20.22,-0.39983168,1.9297266,8.7053175,-0.009773844,0.06536258,0.17959438,-0.217922196,0.045897339,-2.939217091,1016.19336
2021.02.12 16:22:26,6.48,-31.859999,-20.4,-0.22505496,1.8459295,8.889671,-0.08674286,-0.004886922,0.14049901,-0.204675466,0.025311049,-2.924408197,1016.187
2021.02.12 16:22:26,6.18,-30.9,-20.039999,-0.45489833,1.9776106,9.330204,-0.16982053,0.01038471,0.106901415,-0.208626017,0.048716877,-2.944478989,1016.187
2021.02.12 16:22:26,6.6,-30.72,-19.98,-0.6727707,2.2002714,9.811439,-0.19730948,-0.010995574,0.050701816,-0.220105663,0.068462864,-2.939979315,1016.187
2021.02.12 16:22:26,6.8399997,-30.96,-20.22,-0.6488287,2.243367,9.471462,-0.1001819,-0.054367006,0.016493361,-0.232045069,0.068396688,-2.930395603,1016.187
2021.02.12 16:22:26,6.48,-30.84,-20.52,-0.5554548,2.2002714,9.02614,0.03359759,-0.12034045,-0.001221731,-0.238668889,0.061460957,-2.936470985,1016.1953
2021.02.12 16:22:26,6.18,-31.32,-20.699999,-0.35194764,2.0638018,10.19451,-0.018936822,-0.15149458,-0.006108652,-0.199627176,0.034509547,-2.938718557,1016.1953
2021.02.12 16:22:26,5.8199997,-31.56,-20.76,-0.22984336,2.1739352,9.782708,-0.106901415,-0.19181168,0.026267206,-0.21861054,0.023490539,-2.941449165,1016.1953
2021.02.12 16:22:26,5.58,-31.199999,-20.64,-0.50278234,1.8004397,10.594342,0.030543262,-0.11911872,-0.08307768,-0.168149561,0.047422048,-2.974621534,1016.1953
2021.02.12 16:22:26,5.64,-31.14,-21.06,0.40462008,1.3024458,11.049241,-0.047647487,-0.10629055,-0.050701816,-0.117257155,-0.036603361,-2.920375824,1016.19604
2021.02.12 16:22:26,5.58,-30.84,-21.119999,-0.20350714,1.1444284,10.905589,-0.006719518,0.12705997,-0.11484267,-0.104538865,0.018658647,-2.961367607,1016.19604
