Time,X-cord,Y-cord,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure,
2021.02.11 16:41:45,22.0,25.0,-30.96,-11.219999,-35.94,-0.17717634,0.45970076,9.222747,-0.013529444,0.12430375,-0.07561412,-0.049793846905231476,0.019208436831831932,1.8609129190444946,1016.41895,
2021.02.11 16:41:45,22.0,25.0,-30.84,-11.4,-36.12,0.07901107,0.39266106,9.115005,0.059774388,0.09376048,-0.037740476,-0.04305030405521393,-0.008668025024235249,1.8821402788162231,1016.41895,
2021.02.11 16:41:45,22.0,25.0,-31.08,-11.58,-36.239998,-0.05027977,0.23463893,9.895537,-0.10943529,-0.0559015,-0.04873605,-0.023706840351223946,0.005081011448055506,1.9011638164520264,1016.41895,
2021.02.11 16:41:45,22.0,25.0,-30.9,-11.34,-36.239998,0.06464542,0.3974496,9.601042,-0.07522683,-0.02230391,-0.008418945,-0.04137195274233818,-0.0067330654710531235,1.8808881044387817,1016.42334,
2021.02.11 16:41:45,22.0,25.0,-30.599998,-10.98,-36.18,0.13168511,0.37829542,9.598648,-0.026357615,-0.037575543,-4.7769662E-4,-0.039387237280607224,-0.013718269765377045,1.8774274587631226,1016.4148,
2021.02.11 16:41:45,22.0,25.0,-30.24,-10.62,-36.18,0.014365649,0.339987,9.751882,-0.033077132,-0.052236307,-0.005975484,-0.03484958037734032,-0.0014731145929545164,1.8712064027786255,1016.4148,
2021.02.11 16:41:45,22.0,25.0,-30.06,-10.32,-36.3,-0.15802214,0.22266756,9.993703,-0.023914153,-0.049181983,-0.026134036,-0.022274315357208252,0.015810852870345116,1.872125267982483,1016.4136,
2021.02.11 16:41:45,22.0,25.0,-30.06,-10.139999,-36.66,0.071828246,0.60335726,8.947405,0.042059295,-0.018638719,0.03311989,-0.06732966750860214,-0.008027657866477966,1.821876049041748,1016.4136,
2021.02.11 16:41:45,22.0,25.0,-30.42,-10.44,-36.719997,-0.1340794,0.42378664,9.818921,-0.023303287,0.003963294,0.013572204,-0.04312942177057266,0.013654357753694057,1.8500304222106934,1016.4092,
2021.02.11 16:41:45,22.0,25.0,-30.779999,-10.38,-36.66,-0.08140534,0.5506832,9.993703,-0.0776703,0.024121847,-0.004142888,-0.05504553020000458,0.008145483210682869,1.8336154222488403,1016.41113,
2021.02.11 16:41:45,22.0,25.0,-30.96,-10.32,-36.6,-0.18435916,0.2657645,9.821315,0.02067901,0.0302305,0.064884886,-0.027048610150814056,0.018769128248095512,1.8578929901123047,1016.41113,
2021.02.11 16:41:45,22.0,25.0,-30.66,-10.26,-36.239998,0.15083931,0.35914123,9.153313,0.05794179,0.037560884,0.11803016,-0.03921077027916908,-0.016477713361382484,1.855961799621582,1016.4109,
2021.02.11 16:41:45,22.0,25.0,-30.119999,-10.139999,-36.059998,0.3304099,0.409421,9.627379,0.024344202,0.013737137,0.0997042,-0.042476147413253784,-0.0343063548207283,1.8589770793914795,1016.4109,
2021.02.11 16:41:45,22.0,25.0,-30.0,-10.139999,-36.12,0.36871833,0.51716334,9.766247,0.011516031,2.9810224E-4,0.016015666,-0.05286714807152748,-0.0377364307641983,1.8485380411148071,1016.4158,
2021.02.11 16:41:45,22.0,25.0,-29.939999,-10.08,-36.18,0.0670397,0.45012367,9.761458,0.035339776,-0.014973529,-0.028577497,-0.04607861116528511,-0.006867687683552504,1.8462988138198853,1016.42114,
2021.02.11 16:41:46,22.0,25.0,-30.06,-10.5,-36.36,-0.26097596,0.27294734,9.780613,0.026176797,0.0033524283,-0.06767287,-0.027889812365174294,0.026676654815673828,1.8681268692016602,1016.42114,
2021.02.11 16:41:46,22.0,25.0,-30.359999,-10.679999,-36.3,-0.34477556,0.23224466,9.727939,0.014570358,0.020456655,-0.03957307,-0.023854481056332588,0.03542696312069893,1.8723549842834473,1016.42285,
2021.02.11 16:41:46,22.0,25.0,-30.42,-11.099999,-35.88,0.09337672,0.51716334,9.871595,0.028620258,-0.007032281,0.069160946,-0.052338846027851105,-0.00945884920656681,1.8673994541168213,1016.42285,
2021.02.11 16:41:46,22.0,25.0,-30.3,-11.099999,-36.0,0.36871833,0.600963,9.5794935,0.06405044,-0.009475742,0.069160946,-0.06260597705841064,-0.03847138583660126,1.8650063276290894,1016.41724,
2021.02.11 16:41:46,22.0,25.0,-30.24,-10.86,-36.0,0.08858817,0.48843205,9.3592205,0.034118045,-0.009475742,-0.03224269,-0.05213762819766998,-0.009465053677558899,1.8617907762527466,1016.42114,
2021.02.11 16:41:46,22.0,25.0,-30.24,-10.74,-36.0,-0.05985687,0.20351335,9.601042,0.011516031,-0.035742946,-0.037740476,-0.021193422377109528,0.006234333384782076,1.8873405456542969,1016.42114,
2021.02.11 16:41:46,22.0,25.0,-30.3,-10.8,-36.059998,-0.038308397,0.15083931,9.488511,-0.02024896,-0.03818641,0.00379836,-0.015895577147603035,0.004037323873490095,1.8948794603347778,1016.427,
2021.02.11 16:41:46,22.0,25.0,-30.179998,-11.219999,-36.059998,0.20111908,0.86193895,9.536397,-0.041629247,-0.014973529,0.026400374,-0.09011926501989365,-0.021086502820253372,1.8323240280151367,1016.427,
2021.02.11 16:41:46,22.0,25.0,-30.119999,-11.28,-35.52,-0.15323359,0.71828246,10.482135,-0.06972905,-0.04307333,-0.035297018,-0.06841020286083221,0.01461750641465187,1.852195382118225,1016.42993,
2021.02.11 16:41:46,22.0,25.0,-30.42,-11.5199995,-35.34,0.057462595,0.45970076,9.411894,0.02312247,-0.010086607,-0.009640676,-0.04880284145474434,-0.006105240900069475,1.8837416172027588,1016.42944,
2021.02.11 16:41:46,22.0,25.0,-30.359999,-11.219999,-35.579998,0.090982445,0.24182175,9.299363,0.008461705,0.004574159,0.020902587,-0.025997016578912735,-0.00978341605514288,1.900925636291504,1016.42944,
2021.02.11 16:41:46,22.0,25.0,-30.48,-11.219999,-35.46,0.11253092,0.6296943,9.830893,-0.050792225,-0.01986045,0.02823297,-0.06396104395389557,-0.01144616398960352,1.8587946891784668,1016.4275,
2021.02.11 16:41:46,22.0,25.0,-30.9,-11.28,-36.059998,0.0071828244,0.57462597,9.840469,-0.012307713,0.0051850243,-0.0023102923,-0.05832791328430176,-7.299268618226051E-4,1.8591387271881104,1016.4275,
2021.02.11 16:41:46,22.0,25.0,-30.599998,-10.74,-36.42,0.028731298,0.3519584,9.557945,0.034118045,0.003963294,-0.011473271,-0.036806851625442505,-0.003006002865731716,1.869519591331482,1016.4263,
2021.02.11 16:41:46,22.0,25.0,-30.779999,-10.679999,-36.42,0.22745611,0.6344828,9.488511,0.010294301,-0.005199685,0.025178645,-0.06675001233816147,-0.02396714873611927,1.837807297706604,1016.427,
2021.02.11 16:41:46,22.0,25.0,-30.9,-10.559999,-36.42,0.03351985,0.49800915,9.771035,-0.008031656,-3.12763E-4,-0.004753753,-0.050923533737659454,-0.0034305185545235872,1.8459168672561646,1016.427,
2021.02.11 16:41:47,22.0,25.0,-30.66,-10.5,-36.239998,-0.0023942748,0.5147691,9.629773,0.021289876,-0.0021453588,-0.016360193,-0.053405165672302246,2.486325101926923E-4,1.8427051305770874,1016.41724,
2021.02.11 16:41:47,22.0,25.0,-30.48,-10.559999,-36.059998,-0.03351985,0.45251793,9.761458,0.0121268965,-0.002756224,-0.00902981,-0.04632417485117912,0.0034338843543082476,1.8533134460449219,1016.41724,
2021.02.11 16:41:47,22.0,25.0,-30.24,-10.679999,-35.82,0.06464542,0.4932206,9.428655,0.03350718,0.0033524283,0.009296147,-0.052261948585510254,-0.006856163963675499,1.8556746244430542,1016.4177,
2021.02.11 16:41:47,22.0,25.0,-30.06,-10.559999,-35.82,0.05506832,0.57462597,9.787795,-0.0019230038,0.0027415634,0.0013548991,-0.05864018201828003,-0.005626164376735687,1.8460534811019897,1016.41895,
2021.02.11 16:41:47,22.0,25.0,-30.359999,-10.679999,-35.76,-0.016759925,0.5243462,9.794978,0.004796514,0.0051850243,-4.7769662E-4,-0.05348101630806923,0.0017110715853050351,1.8510454893112183,1016.41895,
2021.02.11 16:41:47,22.0,25.0,-30.599998,-10.559999,-35.7,0.102953814,0.50998056,9.464568,0.015181223,-0.009475742,0.00379836,-0.05382789298892021,-0.010877384804189205,1.8483242988586426,1016.42017,
2021.02.11 16:41:47,22.0,25.0,-30.599998,-10.679999,-35.7,-0.011971374,0.47885495,9.718362,-0.014140309,0.002130698,7.440339E-4,-0.04923335835337639,0.0012318298686295748,1.8538135290145874,1016.42017,
2021.02.11 16:41:47,22.0,25.0,-30.539999,-10.8,-35.76,-0.031125572,0.58420306,9.890749,-0.028801074,-0.0015344934,0.0068526864,-0.058996763080358505,0.003146927338093519,1.8466984033584595,1016.42236,
2021.02.11 16:41:47,22.0,25.0,-30.359999,-10.92,-35.52,0.11971374,0.5961744,9.526819,0.012737762,0.002130698,0.017237397,-0.06249212101101875,-0.012565311044454575,1.8525135517120361,1016.4219,
2021.02.11 16:41:47,22.0,25.0,-30.3,-11.28,-35.399998,0.045491222,0.4764607,9.591465,0.006018244,-0.010086607,0.0056309556,-0.04963412508368492,-0.004742850083857775,1.8762942552566528,1016.4219,
2021.02.11 16:41:47,22.0,25.0,-30.42,-11.099999,-35.76,0.031125572,0.5794145,9.608225,-0.008642522,0.0057958895,0.00379836,-0.06023075431585312,-0.0032394600566476583,1.8571046590805054,1016.4182,
2021.02.11 16:41:47,22.0,25.0,-30.3,-10.8,-36.12,-0.021548472,0.48124924,9.797373,-0.014751174,-0.008254011,-0.010862405,-0.04908066615462303,0.0021994097623974085,1.8593628406524658,1016.4182,
2021.02.11 16:41:47,22.0,25.0,-30.359999,-10.8,-36.42,0.071828246,0.5147691,9.510059,0.00785084,-0.007032281,-4.7769662E-4,-0.054074592888355255,-0.007552726659923792,1.8554761409759521,1016.41235,
2021.02.11 16:41:47,22.0,25.0,-30.42,-10.559999,-36.54,0.07901107,0.55786604,9.684841,-0.012307713,-0.010697473,-0.013305867,-0.05753649026155472,-0.008158039301633835,1.8435972929000854,1016.42114,
2021.02.11 16:41:47,22.0,25.0,-30.3,-10.8,-36.12,0.043096945,0.48124924,9.864412,-0.008642522,-0.016806124,-0.022468846,-0.04874729365110397,-0.004368904046714306,1.8615866899490356,1016.42114,
2021.02.11 16:41:47,22.0,25.0,-30.539999,-11.04,-35.7,0.14365649,0.5698374,9.945818,0.017624684,-0.025358237,-0.01025154,-0.05722564831376076,-0.014442904852330685,1.8606849908828735,1016.42114,
2021.02.11 16:41:47,22.0,25.0,-30.599998,-10.8,-35.64,0.0047885496,0.55307746,9.519637,0.036561508,0.002130698,-0.02307971,-0.05803333967924118,-5.03018032759428E-4,1.8483716249465942,1016.42114,
2021.02.11 16:41:48,22.0,25.0,-30.72,-11.099999,-35.52,-0.028731298,0.4644893,9.75667,0.031674586,-0.018027855,-0.014527597,-0.04757123813033104,0.0029447765555232763,1.8668694496154785,1016.4182,
2021.02.11 16:41:48,22.0,25.0,-30.72,-11.219999,-35.7,-0.0047885496,0.5411061,9.505271,0.02984199,0.010071946,0.0050200904,-0.056865569204092026,5.037782830186188E-4,1.8608300685882568,1016.4263,
2021.02.11 16:41:48,22.0,25.0,-30.66,-11.4,-35.579998,-0.038308397,0.53392327,9.63935,-0.0055881953,-0.011919203,0.019680856,-0.05533298850059509,0.003974147140979767,1.8676419258117676,1016.4263,
2021.02.11 16:41:48,22.0,25.0,-30.599998,-11.219999,-35.82,0.05985687,0.6249057,9.510059,-7.012733E-4,-0.013751798,0.038006812,-0.06561434268951416,-0.006293975282460451,1.8538495302200317,1016.42676,
2021.02.11 16:41:48,22.0,25.0,-30.24,-11.46,-36.0,-0.011971374,0.5458947,9.634562,-0.024525018,0.009461081,0.02701124,-0.056599486619234085,0.0012425441527739167,1.8719749450683594,1016.42676,
2021.02.11 16:41:48,22.0,25.0,-30.359999,-11.4,-36.0,-0.014365649,0.53871185,9.6585045,-0.025135884,9.089675E-4,0.040450275,-0.055718112736940384,0.0014873563777655363,1.869956135749817,1016.4175,
2021.02.11 16:41:48,22.0,25.0,-30.359999,-10.98,-36.12,0.17478207,0.53392327,9.838076,-0.0178055,-0.002756224,0.054500174,-0.0542093850672245,-0.017764011397957802,1.8642216920852661,1016.42285,
