Time,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure
2021.02.12 16:17:14,4.62,-33.96,-28.619999,-0.6057515,0.71828246,9.950606,0.046020146,-0.04627732,0.062611245,-0.071927115,0.060800806,-3.051506758,1014.94507
2021.02.12 16:17:14,4.62,-34.02,-28.859999,-0.967287,1.0798179,9.91948,0.003259577,-0.05605116,0.013131159,-0.107923433,0.09720654,-3.083079576,1014.95776
2021.02.12 16:17:14,5.16,-34.38,-29.88,-1.2953026,1.5131817,10.082292,0.024028996,0.002591901,-0.06689219,-0.147774503,0.127773136,-3.097266912,1014.968
2021.02.12 16:17:14,6.54,-34.44,-30.72,-1.3671309,1.9465454,9.888355,-0.06821165,0.08933476,-0.02168816,-0.192580774,0.137385696,-3.060100079,1014.968
2021.02.12 16:17:14,7.56,-34.8,-31.8,-0.9696813,1.6568382,9.435837,0.014866017,0.11071505,0.07299595,-0.172925517,0.102406308,-2.993935823,1014.95996
2021.02.12 16:17:14,8.4,-35.219997,-32.34,-1.089395,1.9848539,9.244295,-0.034614068,0.040465545,0.15240844,-0.210089162,0.117304102,-2.977612257,1014.95996
2021.02.12 16:17:14,8.4,-34.8,-32.34,-1.089395,1.9824595,10.36721,-0.06943339,0.064289294,0.16768007,-0.187932715,0.104696602,-2.965861559,1014.9568
2021.02.12 16:17:14,7.7999997,-34.68,-32.16,-0.66321415,1.8675344,9.996098,-0.074931175,0.09422169,0.20311025,-0.184301049,0.066250212,-2.943158865,1014.95654
2021.02.12 16:17:14,7.56,-34.739998,-32.64,-0.5243462,1.6352897,10.573117,0.016698612,-0.03344915,0.18050824,-0.153263599,0.049551796,-2.941761255,1014.95654
2021.02.12 16:17:14,7.62,-34.8,-32.82,-0.48843205,1.5802214,10.786208,0.13398474,0.12720841,0.0510048,-0.145322204,0.045252103,-2.937702179,1014.9546
2021.02.12 16:17:14,7.5,-35.04,-32.46,-0.22266756,1.1875603,9.974549,0.29403144,-0.00107329,-0.04367931,-0.118471995,0.022319864,-2.926056147,1014.9546
2021.02.12 16:17:14,7.7999997,-35.04,-32.04,-0.54350036,0.16520496,10.867614,0.097943686,0.004424497,-0.16463064,-0.015181444,0.049969383,-2.964286566,1014.9497
2021.02.12 16:17:14,7.98,-35.16,-31.56,-1.0965779,0.84039044,9.452597,-0.1323525,0.13209534,-0.17135014,-0.088084981,0.115491867,-3.009081125,1014.94946
2021.02.12 16:17:14,8.22,-35.1,-31.439999,-0.34477556,-0.22506183,10.805362,0.043576684,-0.041390397,-0.22449543,0.020815115,0.031897001,-2.942509651,1014.94946
2021.02.12 16:17:14,9.059999,-35.399998,-31.679998,0.08858817,-0.11253092,9.177256,-0.12929818,0.10521726,-0.062005263,0.01226075,-0.009652713,-2.885619164,1014.9485
2021.02.12 16:17:14,9.48,-34.86,-32.04,-0.05506832,0.11253092,9.526819,0.21645156,-0.055440295,-0.12797871,-0.011811267,0.005780282,-2.878274202,1014.9485
2021.02.12 16:17:14,10.139999,-34.98,-32.04,-0.30886146,0.531529,10.051166,-0.057826947,0.08261525,-0.10904189,-0.052808229,0.030719252,-2.872823,1014.9509
2021.02.12 16:17:14,10.32,-34.98,-32.04,-0.43096948,0.9433443,9.332883,-0.006514267,0.009311419,-0.08643987,-0.10062886,0.046144746,-2.868587494,1014.9597
2021.02.12 16:17:15,10.139999,-34.559998,-32.16,-0.43096948,1.0127783,9.337671,0.034413703,0.042909008,-0.07727689,-0.107925214,0.04612112,-2.868312836,1014.9597
2021.02.12 16:17:15,10.26,-34.86,-32.1,-0.3974496,1.0917894,9.340066,-0.009568593,0.061234966,-0.060783535,-0.11626076,0.042527534,-2.861178398,1014.9717
2021.02.12 16:17:15,10.08,-34.559998,-32.219997,-0.59378016,1.4533248,9.72315,-0.07859637,0.09422169,-0.07300084,-0.148100257,0.060992956,-2.872362614,1014.9717
2021.02.12 16:17:15,9.9,-34.32,-31.859999,-0.5913859,1.5107874,9.70639,-0.046220507,0.035578623,-0.029629407,-0.154128462,0.060852256,-2.873676777,1014.9739
2021.02.12 16:17:15,10.2,-34.079998,-31.199999,-0.7326481,1.6017698,10.486923,-0.09264626,0.04351987,0.057113457,-0.151205361,0.069749683,-2.87147665,1014.9668
2021.02.12 16:17:15,10.139999,-34.02,-30.72,-0.52674043,1.4940275,10.33369,-0.086537614,-0.001684155,0.09193278,-0.143399775,0.050929043,-2.856453419,1014.9668
2021.02.12 16:17:15,9.96,-33.66,-30.06,-0.8571504,0.88588166,11.782227,0.008757364,0.11621284,0.14202373,-0.074849695,0.072621502,-2.898564577,1014.969
2021.02.12 16:17:15,10.26,-33.54,-29.939999,-0.68236834,0.36392978,11.509279,-0.08592675,0.2133404,0.17195612,-0.031554647,0.059219219,-2.88710618,1014.969
2021.02.12 16:17:15,10.08,-33.6,-30.3,-0.6440599,0.22266756,9.730332,-0.00101648,-0.07132279,0.10231748,-0.022829928,0.066094533,-2.901332617,1014.9663
2021.02.12 16:17:15,10.32,-33.54,-30.3,-1.23784,-0.08140534,9.845258,0.07961773,-0.115915954,0.09254364,0.008203709,0.125073284,-2.95273757,1014.9719
2021.02.12 16:17:15,10.0199995,-33.78,-30.42,-1.2929084,-0.13647367,9.138947,0.15658675,-0.068879336,0.047339614,0.014784884,0.140539706,-2.977780104,1014.9719
2021.02.12 16:17:15,9.84,-33.899998,-30.48,-1.3934679,0.14605077,9.677659,0.124210894,-0.20693487,0.07360682,-0.014936377,0.143005237,-2.981547832,1014.9729
