Time,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure
2021.02.12 12:07:37,6.12,-33.12,-23.699999,-1.472434,1.5466543,9.275137,0.26083946,0.11911872,-0.07941248,-0.163225189,0.157436863,-3.060695887,1018.60767
2021.02.12 12:07:37,6.72,-33.78,-23.58,-1.1204864,1.412579,9.416395,0.07696902,0.04886922,0.0720821,-0.14787446,0.118436232,-3.012089014,1018.60767
2021.02.12 12:07:37,6.8999996,-34.02,-23.34,-1.0247183,1.5682021,10.180145,-0.1160644,0.13072516,0.07269296,-0.152087063,0.100320607,-2.99181962,1018.57983
2021.02.12 12:07:37,7.5,-34.079998,-23.1,-1.2114661,2.2098482,9.730036,-0.017715093,0.09162979,-0.010995574,-0.221672222,0.12387041,-2.979177713,1018.57983
2021.02.12 12:07:37,7.9199996,-33.84,-23.16,-1.5682021,2.6288335,9.076419,0.1282817,0.100792766,-0.015271631,-0.278013408,0.171088517,-2.993639708,1018.57983
2021.02.12 12:07:37,7.3799996,-33.6,-23.22,-1.0941502,2.2290018,8.829816,0.11484267,0.1600467,0.18753563,-0.245472044,0.123286948,-2.976208925,1018.57983
2021.02.12 12:07:38,7.56,-33.899998,-23.58,-0.34237084,1.685518,8.793902,-0.007330383,0.12217305,0.3463606,-0.18923229,0.038913101,-2.915153503,1018.58374
2021.02.12 12:07:38,7.2599998,-34.079998,-23.64,-0.6607997,1.7477672,8.956709,-0.13072516,-0.018325957,0.2284636,-0.19220376,0.07364364,-2.953159809,1018.58374
2021.02.12 12:07:38,6.96,-34.5,-23.279999,-0.7613561,1.9536686,8.860941,-0.10629055,-0.002443461,0.18081611,-0.216236979,0.085712194,-2.970455885,1018.58374
2021.02.12 12:07:38,7.08,-34.68,-22.98,-1.1492168,2.3774424,8.815451,-0.12705997,-0.006108652,0.1600467,-0.261312604,0.12963286,-2.994736195,1018.58374
2021.02.12 12:07:38,6.8399997,-34.32,-22.8,-1.1659763,2.741361,9.26556,-0.21502456,-0.07819075,0.16676621,-0.285529345,0.125181794,-2.992998123,1018.5857
2021.02.12 12:07:38,6.48,-34.62,-22.98,-0.92176765,2.5833437,9.344569,-0.14477506,-0.06414085,0.23945917,-0.268476605,0.098323993,-2.988340855,1018.5857
2021.02.12 12:07:38,5.94,-34.26,-23.34,-0.24420857,2.303222,9.746795,-0.12461651,-0.119729586,0.3182608,-0.231978625,0.025050029,-2.952304363,1018.5857
2021.02.12 12:07:38,5.46,-34.26,-23.939999,-0.41180268,2.5091233,10.520123,-0.17715092,-0.226631,0.21380283,-0.233960152,0.03912431,-2.980041027,1018.5857
2021.02.12 12:07:38,5.1,-34.38,-23.88,-0.20350714,2.645593,10.352529,-0.05009095,-0.23335053,0.13316862,-0.250149399,0.01965519,-2.974056005,1018.5852
2021.02.12 12:07:38,4.7999997,-33.78,-24.06,0.12449849,1.745373,11.247959,-0.11301007,-0.16676621,0.13133603,-0.153935388,-0.011068088,-2.972645521,1018.5852
2021.02.12 12:07:38,4.44,-33.719997,-23.64,0.6560113,0.5530606,11.405977,-0.14477506,-0.07391469,0.12217305,-0.048370905,-0.057451401,-2.965560675,1018.5852
2021.02.12 12:07:38,4.14,-33.18,-23.279999,0.93373865,0.19871874,11.473015,-0.1001819,-0.059253927,-0.030543262,-0.01726174,-0.081206657,-2.960124016,1018.5852
2021.02.12 12:07:38,3.9599998,-32.88,-23.519999,-0.4213795,0.641646,9.873688,0.1863139,-0.006108652,-0.3622431,-0.064835347,0.042651132,-3.047441483,1018.5945
2021.02.12 12:07:38,3.9599998,-33.239998,-23.46,0.2705448,-0.16998832,11.463438,-0.042760566,-0.052534413,-0.29016098,0.014823523,-0.023596289,-3.008024931,1018.5945
2021.02.12 12:07:38,4.5,-33.42,-23.699999,1.2545617,-0.8283938,9.85214,-0.042760566,-0.05681047,-0.05681047,0.083216473,-0.126657337,-2.932878017,1018.5945
2021.02.12 12:07:38,4.2599998,-33.239998,-23.88,1.0247183,-0.5291186,7.651869,0.36957347,-0.2919936,-0.23396139,0.068430081,-0.13312535,-2.931951284,1018.5945
2021.02.12 12:07:38,4.02,-33.239998,-23.939999,0.34955344,-0.39025488,7.479486,0.112399206,0.005497787,-0.34025195,0.052072693,-0.046700973,-2.993590355,1018.60034
2021.02.12 12:07:38,4.2599998,-33,-23.58,-0.1604115,-0.29448682,9.500193,-0.33414328,0.15515977,-0.24678956,0.030983647,0.016883476,-3.027567863,1018.60034
2021.02.12 12:07:38,4.5,-32.82,-23.519999,-0.1436521,0.11252748,10.18254,-0.27183503,0.057421334,-0.18448131,-0.011049474,0.014106752,-3.014272213,1018.60034
2021.02.12 12:07:38,4.92,-32.64,-23.279999,-0.19871874,0.93852705,9.069236,0.030543262,0.030543262,-0.17592919,-0.103093073,0.021907793,-2.995964766,1018.60034
2021.02.12 12:07:38,5.4,-32.52,-22.74,0.10534488,1.2856863,8.571242,0.015271631,0.008552114,-0.06719518,-0.148878872,-0.012289884,-2.94688344,1018.5923
2021.02.12 12:07:38,5.64,-32.579998,-22.92,0.48841715,1.0247183,9.414001,-0.1563815,0.112399206,0.059864793,-0.108279087,-0.051835515,-2.917678356,1018.5923
2021.02.12 12:07:38,5.1,-32.1,-22.98,0.6679823,0.91219085,9.591172,-0.1020145,0.11911872,0.06658431,-0.094594352,-0.069533259,-2.921117306,1018.5923
2021.02.12 12:07:38,5.46,-32.28,-22.92,0.47405192,1.2066777,8.841787,0.022602014,0.040927973,-0.017104227,-0.135444313,-0.053563658,-2.914717436,1018.5923
2021.02.12 12:07:38,5.4,-32.34,-23.039999,0.3878607,1.5658079,8.391677,0.004276057,0.03604105,-0.029932396,-0.184276968,-0.046186816,-2.911909819,1018.5823
2021.02.12 12:07:39,5.58,-32.64,-22.8,0.49559975,1.7070658,9.097966,-0.14110987,0.08002335,0.02443461,-0.185206726,-0.054419897,-2.902497053,1018.5823
2021.02.12 12:07:39,5.8199997,-32.82,-22.68,0.58418524,1.8435353,9.974244,-0.22296582,0.037873644,0.021991149,-0.182461187,-0.05850254,-2.893983364,1018.5823
2021.02.12 12:07:39,5.7,-32.46,-22.859999,0.5386954,1.7525556,10.596737,-0.19181168,-0.1685988,0.026267206,-0.163695097,-0.050792247,-2.904426813,1018.5823
2021.02.12 12:07:39,5.8199997,-32.399998,-22.98,0.5291186,1.5658079,11.319786,-0.16615535,-0.19975294,0.03604105,-0.137304604,-0.046708811,-2.908366203,1018.5852
2021.02.12 12:07:39,5.4,-31.8,-22.92,0.24660277,1.2545617,11.554418,-0.012217305,-0.07269296,0.05009095,-0.108130403,-0.021339485,-2.942315102,1018.5852
2021.02.12 12:07:39,5.58,-31.5,-22.92,0.4189853,0.92895025,11.5951185,0.14905111,0.087964594,0.08124508,-0.079892963,-0.036118913,-2.92843771,1018.5852
2021.02.12 12:07:39,5.58,-31.619999,-23.16,-0.02873042,1.2737153,11.027693,0.13805555,0.003054326,-0.04153884,-0.114991575,0.002605292,-2.951927185,1018.5852
2021.02.12 12:07:39,5.7,-31.56,-22.619999,0.019153614,0.6799533,9.969456,0.15577064,-0.2761111,-0.052534413,-0.068098068,-0.001921227,-2.952115297,1018.5852
2021.02.12 12:07:39,5.8199997,-31.92,-22.619999,0.5482722,-0.6368576,10.984597,-0.09285152,0.119729586,0.25411993,0.057840656,-0.04987143,-2.935245991,1018.5852
2021.02.12 12:07:39,5.3399997,-31.859999,-22.5,0.06943185,-0.8882488,10.812215,-0.06536258,0.47403142,0.19364429,0.081966586,-0.006421524,-2.979758024,1018.5852
2021.02.12 12:07:39,4.92,-31.98,-21.6,-0.51954174,-0.6799533,8.169016,0.4538729,0.014049901,-0.069027774,0.082877539,0.063513517,-3.036898136,1018.5852
2021.02.12 12:07:39,4.74,-32.04,-21.6,-0.581791,-0.46686932,7.541735,0.4569272,-0.23823744,-0.0842994,0.061643187,0.076990373,-3.049898386,1018.594
2021.02.12 12:07:39,4.62,-31.619999,-21,-0.7685388,-0.40940848,9.255983,0.077579886,0.040927973,-0.030543262,0.044051558,0.082841538,-3.053695917,1018.594
2021.02.12 12:07:39,4.74,-32.04,-20.82,-0.7062895,-0.32321724,9.782708,-0.076358154,-0.009773844,0.06291912,0.032941952,0.0720727,-3.043235779,1018.594
2021.02.12 12:07:39,5.04,-32.1,-21,-0.7110779,0.095768064,9.404425,0.050701816,-0.015882496,0.018936822,-0.010153965,0.0754674,-3.03403759,1018.594
2021.02.12 12:07:39,4.62,-32.04,-21.24,-0.6871359,0.5386954,7.6829934,0.2284636,-0.09101892,-0.015882496,-0.069723345,0.089198634,-3.052870274,1018.5891
2021.02.12 12:07:39,4.74,-32.34,-21.119999,-0.4237737,0.50278234,8.772355,0.08368854,-0.0842994,0.04520403,-0.057185233,0.048270337,-3.022569895,1018.5891
2021.02.12 12:07:39,4.44,-31.859999,-20.939999,-0.11971009,0.4333505,9.962274,-0.2919936,0.24312437,0.1966986,-0.043468617,0.012015764,-3.006953239,1018.5891
2021.02.12 12:07:39,4.2599998,-31.679998,-20.699999,-0.24899697,0.7781156,9.718064,-0.19914207,0.1441642,0.084910266,-0.079872437,0.025616471,-3.017616272,1018.5891
2021.02.12 12:07:39,4.5,-31.679998,-20.279999,-0.17717093,0.94331545,9.028535,-0.100792766,0.022602014,0.004886922,-0.104083948,0.019620923,-3.002955198,1018.5908
