Time,X-cord,Y-cord,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure
2018.12.13 21:36:41,27,11,2.23236,-38.39722,-21.57288,-0.13435,0.38966,10.01688,0.00183,0.02078,0.06261,190.27623,-2.0498,-0.11747,1022.45569
2018.12.13 21:36:41,27,11,2.86255,-39.13422,-22.3114,0.18967,0.35854,9.62422,0.10089,0.04208,-0.15364,190.42874,-2.82154,-0.33979,1022.45569
2018.12.13 21:36:41,27,11,3.53699,-37.93182,-20.95337,0.04761,0.2476,9.55559,0.10515,0.05913,-0.16322,190.7085,-3.1809,-0.57582,1022.45569
2018.12.13 21:36:41,27,11,3.62091,-39.12964,-20.22858,0.00771,0.35295,9.58192,0.03165,0.08044,-0.12062,191.29163,-3.39101,-1.02314,1022.45569
2018.12.13 21:36:41,27,11,4.29688,-38.29193,-21.73004,0.06198,0.52534,10.0065,0.021,0.0538,-0.09079,191.41156,-3.45008,-1.38094,1022.45447
2018.12.13 21:36:41,27,11,4.73022,-39.24255,-21.89941,0.07715,0.72086,9.82054,-0.01202,0.01439,-0.11635,191.77223,-3.35569,-1.4915,1022.45569
2018.12.13 21:36:41,27,11,4.70886,-39.44702,-20.24994,0.01329,1.1199,9.94904,0.01035,-0.00905,-0.13872,192.28224,-3.57807,-1.43776,1022.45569
2018.12.13 21:36:41,27,11,5.72662,-38.58032,-21.0022,-0.60042,0.28511,10.06157,0.03697,-0.0197,0.12013,191.64806,-3.92507,-1.75021,1022.45569
2018.12.13 21:36:42,27,11,4.11835,-37.82043,-21.53931,-0.04655,0.59158,9.53883,-0.09085,-0.12836,0.15636,190.75951,-3.49321,-1.11269,1022.45569
2018.12.13 21:36:42,27,11,5.27039,-40.16724,-21.58661,-0.00826,0.96666,9.93468,-0.0312,-0.07083,0.05196,189.93896,-3.31384,-0.40325,1022.45569
2018.12.13 21:36:42,27,11,3.20587,-38.4201,-21.25244,-0.04576,0.88766,9.86205,0.03165,-0.03993,0.06793,189.14767,-3.48315,0.1654,1022.45569
2018.12.13 21:36:42,27,11,2.07825,-38.39722,-21.71173,-0.28439,0.73683,9.49812,-0.05357,0.00693,0.069,188.73224,-3.4196,0.14744,1022.45166
2018.12.13 21:36:42,27,11,3.26233,-38.5437,-20.39948,0.11703,0.58119,9.91951,0.01993,0.04208,0.18298,186.87137,-3.42529,-0.08037,1022.45129
2018.12.13 21:36:42,27,11,1.03149,-38.0249,-19.94324,0.36604,0.8709,10.05438,0.05722,0.04741,0.02,186.07898,-3.82922,-0.19496,1022.45569
2018.12.13 21:36:42,27,11,2.25067,-39.55841,-20.34302,0.09949,0.71846,9.4662,0.03271,0.02292,-0.00876,185.96304,-4.09377,-0.27071,1022.45569
2018.12.13 21:36:42,27,11,2.26898,-38.45062,-20.90912,0.03404,0.74001,9.95222,0.00716,-0.00479,-0.00664,185.81459,-4.01319,-0.14322,1022.45044
2018.12.13 21:36:42,27,11,2.13165,-38.39722,-21.99249,0.04044,0.75758,9.74234,0.01141,0.04102,-0.01941,185.81148,-4.20442,-0.26337,1022.45569
2018.12.13 21:36:43,27,11,1.39465,-39.72321,-21.69189,-0.05055,0.76955,9.80219,-0.01416,0.04848,-0.05244,185.80031,-4.18232,-0.41076,1022.45001
