Time,X-cord,Y-cord,Mag_x,Mag_y,Mag_z,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orn_x,Orn_y,Orn_z,Pressure
2018.12.13 18:41:04,28,24,28.07465,12.75482,-26.21307,0.14099,0.47266,9.94824,0.01898,0.01695,0.02209,293.87524,-2.28591,0.01024,1020.11841
2018.12.13 18:41:04,28,24,28.87573,12.40387,-25.41351,0.14339,0.35614,9.39598,-0.04175,-0.02779,0.03809,293.71072,-2.21717,0.1258,1020.11731
2018.12.13 18:41:05,28,24,27.78473,12.01019,-25.01984,0.20483,0.6618,9.82214,-0.03854,0.0127,-0.03755,293.89908,-2.04379,0.24239,1020.11841
2018.12.13 18:41:05,28,24,28.62701,12.69989,-25.60883,0.0963,0.5804,10.05199,0.08183,0.02547,-0.03436,294.28937,-2.13628,0.18812,1020.11841
2018.12.13 18:41:05,28,24,29.42505,11.85303,-25.61035,0.01729,0.86452,9.79741,0.06905,0.07021,-0.05141,294.49973,-2.63219,-0.05963,1020.11682
2018.12.13 18:41:05,28,24,29.27704,12.00256,-25.46234,-0.31071,0.46628,9.82135,0.01471,-0.00542,0.01358,294.81277,-2.87075,-0.27351,1020.11841
2018.12.13 18:41:05,28,24,28.82996,13.04321,-25.01526,-0.15111,0.69691,9.74393,0.01685,-0.0491,-0.00134,294.74896,-3.24718,-0.21581,1020.11664
2018.12.13 18:41:05,28,24,28.22723,11.15265,-26.81122,-0.24208,0.28831,10.37761,0.11592,0.01588,0.16591,294.3941,-3.61523,-0.32316,1020.11841
2018.12.13 18:41:05,28,24,28.37982,10.20355,-26.15967,-0.00746,0.30507,9.36327,-0.05453,-0.0182,0.11264,293.49457,-3.71438,-0.29223,1020.11658
2018.12.13 18:41:05,28,24,27.37122,11.20605,-25.16022,0.27985,0.77034,10.22676,0.03815,0.00842,-0.00027,293.06689,-3.65068,-0.10344,1020.11841
2018.12.13 18:41:05,28,24,29.71954,10.65216,-26.26343,0.00293,0.21489,9.50851,-0.04387,-0.0246,-0.0269,293.16428,-3.58777,0.02069,1020.11841
2018.12.13 18:41:06,28,24,28.07617,10.94666,-25.46234,0.05319,0.29709,9.82375,-0.06198,-0.02673,0.04341,292.9317,-3.00886,0.28854,1020.11688
2018.12.13 18:41:06,28,24,27.82745,10.80475,-26.21155,0.09789,0.7049,10.05119,0.00832,0.00203,0.00293,292.96002,-2.86901,0.43809,1020.11841
2018.12.13 18:41:06,28,24,29.32739,10.89935,-25.60883,0.03804,0.25319,9.76868,-0.01831,-0.00116,0.06151,292.58191,-2.73377,0.42236,1020.11841
2018.12.13 18:41:06,28,24,28.22723,11.85303,-26.56097,0.22638,0.67776,10.2906,-0.04068,-9e-05,-0.05673,292.66159,-2.60905,0.55151,1020.11768
2018.12.13 18:41:06,28,24,28.52478,10.20355,-25.01373,-0.03857,0.36812,9.39359,-0.1046,-0.06294,-0.02264,292.99225,-2.49728,0.55979,1020.11841
2018.12.13 18:41:06,28,24,27.42767,11.65161,-25.56152,-0.01784,0.51097,9.93307,-0.05666,0.01056,-0.0056,293.11182,-2.20117,0.54171,1020.11841
2018.12.13 18:41:06,28,24,30.17273,10.35614,-25.16327,-0.01303,0.47745,9.75351,-0.0737,0.00203,0.04128,292.83691,-1.87082,0.51134,1020.11823
2018.12.13 18:41:06,28,24,27.67639,11.10229,-26.76239,0.03644,0.43594,9.93547,0.01259,0.01695,0.04979,292.7713,-1.87424,0.35575,1020.11841
2018.12.13 18:41:06,28,24,29.52576,11.10229,-26.66168,0.23595,0.49182,9.82214,-0.01617,0.00098,0.01997,292.4483,-1.79952,0.35621,1020.11841
2018.12.13 18:41:07,28,24,29.85535,10.94513,-26.06049,-0.10083,0.26117,9.74634,-0.00659,0.01163,0.06578,292.20993,-1.80054,0.29609,1020.11841
2018.12.13 18:41:07,28,24,28.0777,11.25336,-26.26343,-0.02661,0.26038,9.84769,-0.00552,0.02974,0.08815,291.78827,-1.72659,0.19316,1020.11841
2018.12.13 18:41:07,28,24,27.97546,10.44922,-25.85754,0.21999,0.48383,9.90993,0.04135,0.00842,0.03169,291.5881,-1.95009,0.23516,1020.11841
2018.12.13 18:41:07,28,24,28.77655,10.05249,-25.81177,0.13699,0.40244,9.77028,0.0275,-0.01927,0.00612,291.40768,-2.24799,0.33906,1020.11816
2018.12.13 18:41:07,28,24,29.42963,11.10077,-25.91248,0.11545,0.55566,9.76468,0.02003,0.00735,-0.01944,291.3653,-2.34001,0.47137,1020.11841
2018.12.13 18:41:07,28,24,28.87726,10.74982,-25.16327,-0.06731,0.34178,9.99294,0.00406,0.0063,0.01997,291.49261,-2.37695,0.48434,1020.11841
2018.12.13 18:41:07,28,24,28.07617,9.45435,-25.76141,0.14258,0.48224,9.86444,-0.00127,0.01375,-0.01839,291.336,-2.44051,0.32664,1020.11841
2018.12.13 18:41:07,28,24,28.42865,10.70099,-25.16327,-0.00505,0.46707,9.91951,0.0275,0.02654,-0.01306,291.54932,-2.53664,0.2365,1020.11658
2018.12.13 18:41:07,28,24,28.08075,10.95123,-25.46234,0.02606,0.47984,9.78622,0.01791,-0.0182,0.02209,291.57629,-2.68694,0.20219,1020.11621
2018.12.13 18:41:08,28,24,29.47235,10.40192,-26.71051,0.08272,0.43356,9.81577,0.03815,-0.04378,0.01251,291.49884,-2.90502,0.4255,1020.11841
2018.12.13 18:41:08,28,24,29.72565,9.84802,-26.06201,0.11226,0.55487,9.79741,0.01152,-0.0555,-0.0056,291.52762,-2.99476,0.63902,1020.1156
2018.12.13 18:41:08,28,24,29.92706,10.05554,-26.15967,0.19685,0.47505,9.76469,-0.0215,-0.06615,-0.0056,291.40509,-2.854,1.14628,1020.11841
2018.12.13 18:41:08,28,24,27.92206,10.20355,-26.01166,0.21281,0.55965,9.80779,-0.0215,-0.0491,-0.0269,291.73364,-2.80395,1.37679,1020.11841
2018.12.13 18:41:08,28,24,27.7771,12.7533,-26.51215,0.26468,0.4184,9.86205,-0.01831,-0.05122,0.02104,291.75085,-2.64353,1.58065,1020.11841
2018.12.13 18:41:08,28,24,28.17535,9.75037,-26.50909,0.2998,0.53172,9.76628,-0.0247,-0.02567,0.01038,291.68311,-2.59476,1.79552,1020.1134
2018.12.13 18:41:08,28,24,27.57874,10.15167,-28.80859,0.24872,0.39685,9.96021,0.03175,0.08192,0.01465,291.52716,-2.66223,1.57913,1020.11841
2018.12.13 18:41:08,28,24,28.0777,9.8526,-25.90942,0.44585,0.44234,9.93468,0.01366,0.0553,0.00826,291.49753,-2.70515,1.53208,1020.11841
2018.12.13 18:41:08,28,24,28.07922,10.95123,-27.85797,0.14977,0.70331,9.77507,0.05626,0.04572,-0.0578,291.61603,-2.92845,1.34089,1020.11841
2018.12.13 18:41:09,28,24,28.67432,10.75287,-25.30975,-0.00746,0.51656,9.78383,-0.02364,0.04997,-0.08229,292.34085,-2.95711,0.93224,1020.11133
2018.12.13 18:41:09,28,24,28.3783,12.13226,-27.37122,-0.04257,0.32343,9.7607,-0.07158,-0.09917,0.09987,292.25308,-2.71441,1.14326,1020.11841
2018.12.13 18:41:09,28,24,28.17688,10.20355,-26.05896,0.23836,0.48303,9.91711,-0.00873,0.05423,-0.00027,292.03699,-2.54445,1.11554,1020.11841
2018.12.13 18:41:09,28,24,28.97491,10.05402,-25.6134,0.37242,0.46628,10.19484,0.03815,0.00735,-0.05034,292.22156,-2.69359,1.07335,1020.11841
2018.12.13 18:41:09,28,24,29.27704,11.70349,-26.51215,0.11784,0.20691,9.79501,0.01045,0.02335,0.01358,292.19995,-2.67267,1.06829,1020.11841
2018.12.13 18:41:09,28,24,28.57666,10.55298,-25.86365,0.36285,0.68495,9.96101,-0.00233,0.01056,0.03275,291.82288,-2.58263,1.10534,1020.10785
2018.12.13 18:41:09,28,24,28.57666,10.25238,-26.05896,0.17371,0.52214,9.75111,-0.02045,0.0489,-0.00667,291.95444,-2.52787,0.82288,1020.10699
2018.12.13 18:41:09,28,24,28.52173,9.95026,-26.06049,0.0963,0.41998,9.88838,0.01791,0.0031,0.02104,291.8114,-2.59213,0.70715,1020.11841
2018.12.13 18:41:09,28,24,28.0777,10.50262,-25.76141,0.28624,0.4982,9.66812,-0.02896,-0.02779,-0.03436,291.90045,-2.54292,0.88356,1020.10541
2018.12.13 18:41:09,28,24,28.02582,9.90448,-28.16315,0.11305,0.40083,9.85806,-0.01192,0.00203,-0.00134,292.03909,-2.50666,0.94925,1020.11841
2018.12.13 18:41:10,28,24,30.29633,10.96954,-25.78583,0.1721,0.46468,9.81735,0.00938,-0.02673,0.01038,292.04837,-2.6081,1.02485,1020.11841
2018.12.13 18:41:10,28,24,29.67987,10.84747,-25.31281,0.24553,0.4567,9.87402,0.0211,0.00523,-0.00879,292.0159,-2.69908,1.08277,1020.10309
2018.12.13 18:41:10,28,24,28.3783,9.30634,-25.91095,0.18568,0.40083,9.87642,0.03175,0.00842,0.01997,291.91742,-2.73708,1.09408,1020.11841
2018.12.13 18:41:10,28,24,29.47845,11.203,-26.51367,0.22398,0.47905,9.83173,0.01685,0.02121,-0.00879,291.94543,-2.87205,1.04946,1020.11841
2018.12.13 18:41:10,28,24,27.62756,9.30328,-26.96075,0.15376,0.49741,9.86684,-0.00127,0.01802,-0.0056,291.97104,-2.85443,0.99893,1020.11841
2018.12.13 18:41:10,28,24,29.7226,10.25391,-25.66071,0.1761,0.53412,9.81496,0.02217,0.03079,-0.00453,291.85632,-2.97188,0.87956,1020.11841
